instance_id,model_name,architecture,normalised_entropy,mean_accuracy,n_perturbations,n_unique_answers,dataset,domain,params,dataset_order
mm_0053229,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0053229,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0053650,BioMistral-7B,generative,0.8020464921255943,1.0,6,5.0,MedMentions,biomedical,7B,0
mm_0053650,FLAN-T5-XXL,generative,0.5197589750988045,0.0,6,3.0,MedMentions,general,11B,0
mm_0053650,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0054625,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0054625,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0054625,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0054752,BioMistral-7B,generative,0.5887621559162939,1.0,5,3.0,MedMentions,biomedical,7B,0
mm_0054752,FLAN-T5-XXL,generative,-0.0,0.0,5,1.0,MedMentions,general,11B,0
mm_0054752,FLAN-T5-base,generative,-0.0,1.0,5,1.0,MedMentions,general,250M,0
mm_0055204,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0055204,FLAN-T5-XXL,generative,0.3493984702822971,0.0,4,2.0,MedMentions,general,11B,0
mm_0055204,FLAN-T5-base,generative,0.430676558073393,0.5,4,2.0,MedMentions,general,250M,0
mm_0055255,BioMistral-7B,generative,0.430676558073393,0.5,4,2.0,MedMentions,biomedical,7B,0
mm_0055255,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0055255,FLAN-T5-base,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,250M,0
mm_0055392,BioMistral-7B,generative,0.7435032788101106,0.0,5,4.0,MedMentions,biomedical,7B,0
mm_0055392,FLAN-T5-XXL,generative,0.5303560860446522,0.2,5,3.0,MedMentions,general,11B,0
mm_0055392,FLAN-T5-base,generative,-0.0,0.0,5,1.0,MedMentions,general,250M,0
mm_0055918,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0,MedMentions,biomedical,7B,0
mm_0055918,FLAN-T5-XXL,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,11B,0
mm_0055918,FLAN-T5-base,generative,0.5197589750988045,0.0,6,3.0,MedMentions,general,250M,0
mm_0056003,BioMistral-7B,generative,0.6309297535714575,0.75,8,4.0,MedMentions,biomedical,7B,0
mm_0056003,FLAN-T5-XXL,generative,0.4097241859364017,0.0,8,3.0,MedMentions,general,11B,0
mm_0056003,FLAN-T5-base,generative,0.7097959727678896,0.125,8,5.0,MedMentions,general,250M,0
mm_0056292,BioMistral-7B,generative,0.6460148371100897,0.5,4,3.0,MedMentions,biomedical,7B,0
mm_0056292,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0056292,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0056538,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0056538,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0056538,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0056765,BioMistral-7B,generative,0.4591479170272448,1.0,3,2.0,MedMentions,biomedical,7B,0
mm_0056765,FLAN-T5-XXL,generative,0.4591479170272448,0.0,3,2.0,MedMentions,general,11B,0
mm_0056765,FLAN-T5-base,generative,-0.0,0.0,3,1.0,MedMentions,general,250M,0
mm_0056831,BioMistral-7B,generative,0.5645750340535796,1.0,6,3.0,MedMentions,biomedical,7B,0
mm_0056831,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0056831,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0056989,BioMistral-7B,generative,0.6309297535714575,1.0,2,2.0,MedMentions,biomedical,7B,0
mm_0056989,FLAN-T5-XXL,generative,0.6309297535714575,0.0,2,2.0,MedMentions,general,11B,0
mm_0056989,FLAN-T5-base,generative,-0.0,0.0,2,1.0,MedMentions,general,250M,0
mm_0057315,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0,MedMentions,biomedical,7B,0
mm_0057315,FLAN-T5-XXL,generative,0.5197589750988045,0.0,6,3.0,MedMentions,general,11B,0
mm_0057315,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0,MedMentions,general,250M,0
mm_0057579,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0057579,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0057579,FLAN-T5-base,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,250M,0
mm_0057675,BioMistral-7B,generative,0.5887621559162939,0.0,5,3.0,MedMentions,biomedical,7B,0
mm_0057675,FLAN-T5-XXL,generative,-0.0,0.0,5,1.0,MedMentions,general,11B,0
mm_0057675,FLAN-T5-base,generative,0.5887621559162939,0.0,5,3.0,MedMentions,general,250M,0
mm_0057822,BioMistral-7B,generative,0.5887621559162939,0.0,5,3.0,MedMentions,biomedical,7B,0
mm_0057822,FLAN-T5-XXL,generative,0.3756149631508355,0.0,5,2.0,MedMentions,general,11B,0
mm_0057822,FLAN-T5-base,generative,0.2792799101286606,0.0,5,2.0,MedMentions,general,250M,0
mm_0057864,BioMistral-7B,generative,0.683310763089587,0.6666666666666666,6,4.0,MedMentions,biomedical,7B,0
mm_0057864,FLAN-T5-XXL,generative,0.683310763089587,0.0,6,4.0,MedMentions,general,11B,0
mm_0057864,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0057927,BioMistral-7B,generative,-0.0,0.0,2,1.0,MedMentions,biomedical,7B,0
mm_0057927,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0,MedMentions,general,11B,0
mm_0057927,FLAN-T5-base,generative,-0.0,0.0,2,1.0,MedMentions,general,250M,0
mm_0058271,BioMistral-7B,generative,0.5197589750988045,1.0,6,3.0,MedMentions,biomedical,7B,0
mm_0058271,FLAN-T5-XXL,generative,0.3271035759815648,0.3333333333333333,6,2.0,MedMentions,general,11B,0
mm_0058271,FLAN-T5-base,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,250M,0
mm_0058376,BioMistral-7B,generative,0.5645750340535796,0.0,6,3.0,MedMentions,biomedical,7B,0
mm_0058376,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0058376,FLAN-T5-base,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,250M,0
mm_0059412,BioMistral-7B,generative,0.683310763089587,0.6666666666666666,6,4.0,MedMentions,biomedical,7B,0
mm_0059412,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0059412,FLAN-T5-base,generative,0.5197589750988045,0.0,6,3.0,MedMentions,general,250M,0
mm_0060247,BioMistral-7B,generative,0.5887621559162939,0.2,5,3.0,MedMentions,biomedical,7B,0
mm_0060247,FLAN-T5-XXL,generative,-0.0,0.0,5,1.0,MedMentions,general,11B,0
mm_0060247,FLAN-T5-base,generative,-0.0,0.0,5,1.0,MedMentions,general,250M,0
mm_0061241,BioMistral-7B,generative,0.8613531161467861,1.0,4,4.0,MedMentions,biomedical,7B,0
mm_0061241,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0061241,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0061265,BioMistral-7B,generative,-0.0,0.0,2,1.0,MedMentions,biomedical,7B,0
mm_0061265,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0,MedMentions,general,11B,0
mm_0061265,FLAN-T5-base,generative,-0.0,0.0,2,1.0,MedMentions,general,250M,0
mm_0061747,BioMistral-7B,generative,0.6500706883049155,0.0,7,4.0,MedMentions,biomedical,7B,0
mm_0061747,FLAN-T5-XXL,generative,-0.0,0.0,7,1.0,MedMentions,general,11B,0
mm_0061747,FLAN-T5-base,generative,0.287706856188877,0.0,7,2.0,MedMentions,general,250M,0
mm_0061750,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0,MedMentions,biomedical,7B,0
mm_0061750,FLAN-T5-XXL,generative,0.5197589750988045,0.0,6,3.0,MedMentions,general,11B,0
mm_0061750,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0062167,BioMistral-7B,generative,0.5645750340535796,0.0,6,3.0,MedMentions,biomedical,7B,0
mm_0062167,FLAN-T5-XXL,generative,0.5645750340535796,0.0,6,3.0,MedMentions,general,11B,0
mm_0062167,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0,MedMentions,general,250M,0
mm_0062391,BioMistral-7B,generative,0.683310763089587,0.5,6,4.0,MedMentions,biomedical,7B,0
mm_0062391,FLAN-T5-XXL,generative,-0.0,1.0,6,1.0,MedMentions,general,11B,0
mm_0062391,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0062397,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0062397,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0062397,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0062407,BioMistral-7B,generative,0.7097959727678896,0.0,8,5.0,MedMentions,biomedical,7B,0
mm_0062407,FLAN-T5-XXL,generative,0.2559297535714574,0.0,8,2.0,MedMentions,general,11B,0
mm_0062407,FLAN-T5-base,generative,0.2559297535714574,0.0,8,2.0,MedMentions,general,250M,0
mm_0062793,BioMistral-7B,generative,0.5887621559162939,0.0,5,3.0,MedMentions,biomedical,7B,0
mm_0062793,FLAN-T5-XXL,generative,0.3756149631508355,0.0,5,2.0,MedMentions,general,11B,0
mm_0062793,FLAN-T5-base,generative,0.3756149631508355,0.0,5,2.0,MedMentions,general,250M,0
mm_0063726,BioMistral-7B,generative,0.7097959727678896,0.5,8,5.0,MedMentions,biomedical,7B,0
mm_0063726,FLAN-T5-XXL,generative,0.2559297535714574,0.75,8,2.0,MedMentions,general,11B,0
mm_0063726,FLAN-T5-base,generative,-0.0,1.0,8,1.0,MedMentions,general,250M,0
mm_0063933,BioMistral-7B,generative,0.6460148371100897,0.5,4,3.0,MedMentions,biomedical,7B,0
mm_0063933,FLAN-T5-XXL,generative,0.6460148371100897,0.75,4,3.0,MedMentions,general,11B,0
mm_0063933,FLAN-T5-base,generative,0.430676558073393,0.5,4,2.0,MedMentions,general,250M,0
mm_0064130,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0064130,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0064130,FLAN-T5-base,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,250M,0
mm_0064287,BioMistral-7B,generative,0.8613531161467861,0.5,4,4.0,MedMentions,biomedical,7B,0
mm_0064287,FLAN-T5-XXL,generative,0.6460148371100897,0.0,4,3.0,MedMentions,general,11B,0
mm_0064287,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0,MedMentions,general,250M,0
mm_0064516,BioMistral-7B,generative,0.683310763089587,0.1666666666666666,6,4.0,MedMentions,biomedical,7B,0
mm_0064516,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0064516,FLAN-T5-base,generative,0.4458393050175722,0.1666666666666666,6,3.0,MedMentions,general,250M,0
mm_0064558,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0064558,FLAN-T5-XXL,generative,0.3493984702822971,0.0,4,2.0,MedMentions,general,11B,0
mm_0064558,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0,MedMentions,general,250M,0
mm_0064655,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0064655,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0064655,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0064801,BioMistral-7B,generative,0.430676558073393,0.5,4,2.0,MedMentions,biomedical,7B,0
mm_0064801,FLAN-T5-XXL,generative,0.430676558073393,0.5,4,2.0,MedMentions,general,11B,0
mm_0064801,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0065160,BioMistral-7B,generative,0.6500706883049155,0.1428571428571428,7,4.0,MedMentions,biomedical,7B,0
mm_0065160,FLAN-T5-XXL,generative,0.287706856188877,0.0,7,2.0,MedMentions,general,11B,0
mm_0065160,FLAN-T5-base,generative,0.287706856188877,0.0,7,2.0,MedMentions,general,250M,0
mm_0065470,BioMistral-7B,generative,0.5645750340535796,0.6666666666666666,6,3.0,MedMentions,biomedical,7B,0
mm_0065470,FLAN-T5-XXL,generative,0.5645750340535796,0.6666666666666666,6,3.0,MedMentions,general,11B,0
mm_0065470,FLAN-T5-base,generative,0.5645750340535796,0.3333333333333333,6,3.0,MedMentions,general,250M,0
mm_0065651,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0065651,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0065651,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0065820,BioMistral-7B,generative,0.5645750340535796,1.0,6,3.0,MedMentions,biomedical,7B,0
mm_0065820,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0,MedMentions,general,11B,0
mm_0065820,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0,MedMentions,general,250M,0
mm_0067336,BioMistral-7B,generative,0.8020464921255943,0.6666666666666666,6,5.0,MedMentions,biomedical,7B,0
mm_0067336,FLAN-T5-XXL,generative,0.3271035759815648,0.6666666666666666,6,2.0,MedMentions,general,11B,0
mm_0067336,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0067846,BioMistral-7B,generative,0.430676558073393,0.5,4,2.0,MedMentions,biomedical,7B,0
mm_0067846,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0067846,FLAN-T5-base,generative,-0.0,1.0,4,1.0,MedMentions,general,250M,0
mm_0067855,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0067855,FLAN-T5-XXL,generative,-0.0,1.0,4,1.0,MedMentions,general,11B,0
mm_0067855,FLAN-T5-base,generative,-0.0,1.0,4,1.0,MedMentions,general,250M,0
mm_0067918,BioMistral-7B,generative,0.6460148371100897,0.0,4,3.0,MedMentions,biomedical,7B,0
mm_0067918,FLAN-T5-XXL,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,11B,0
mm_0067918,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0068072,BioMistral-7B,generative,0.8020464921255943,0.1666666666666666,6,5.0,MedMentions,biomedical,7B,0
mm_0068072,FLAN-T5-XXL,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,11B,0
mm_0068072,FLAN-T5-base,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,250M,0
mm_0068158,BioMistral-7B,generative,0.430676558073393,0.5,4,2.0,MedMentions,biomedical,7B,0
mm_0068158,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0068158,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0,MedMentions,general,250M,0
mm_0068247,BioMistral-7B,generative,0.6500706883049155,0.0,7,4.0,MedMentions,biomedical,7B,0
mm_0068247,FLAN-T5-XXL,generative,-0.0,0.0,7,1.0,MedMentions,general,11B,0
mm_0068247,FLAN-T5-base,generative,0.3284093786780838,0.0,7,2.0,MedMentions,general,250M,0
mm_0068940,BioMistral-7B,generative,0.8613531161467861,0.5,4,4.0,MedMentions,biomedical,7B,0
mm_0068940,FLAN-T5-XXL,generative,0.3493984702822971,0.0,4,2.0,MedMentions,general,11B,0
mm_0068940,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0,MedMentions,general,250M,0
mm_0069162,BioMistral-7B,generative,0.430676558073393,0.5,4,2.0,MedMentions,biomedical,7B,0
mm_0069162,FLAN-T5-XXL,generative,0.430676558073393,0.5,4,2.0,MedMentions,general,11B,0
mm_0069162,FLAN-T5-base,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,250M,0
mm_0069838,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0069838,FLAN-T5-XXL,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,11B,0
mm_0069838,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0,MedMentions,general,250M,0
mm_0070124,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0,MedMentions,biomedical,7B,0
mm_0070124,FLAN-T5-XXL,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,11B,0
mm_0070124,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0071254,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0,MedMentions,biomedical,7B,0
mm_0071254,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0,MedMentions,general,11B,0
mm_0071254,FLAN-T5-base,generative,0.5645750340535796,0.0,6,3.0,MedMentions,general,250M,0
mm_0071441,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0,MedMentions,biomedical,7B,0
mm_0071441,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0071441,FLAN-T5-base,generative,0.3562071871080222,0.0,6,2.0,MedMentions,general,250M,0
mm_0071546,BioMistral-7B,generative,0.430676558073393,1.0,4,2.0,MedMentions,biomedical,7B,0
mm_0071546,FLAN-T5-XXL,generative,0.430676558073393,0.5,4,2.0,MedMentions,general,11B,0
mm_0071546,FLAN-T5-base,generative,0.430676558073393,0.5,4,2.0,MedMentions,general,250M,0
mm_0072049,BioMistral-7B,generative,0.8020464921255943,0.8333333333333334,6,5.0,MedMentions,biomedical,7B,0
mm_0072049,FLAN-T5-XXL,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,11B,0
mm_0072049,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0073575,BioMistral-7B,generative,-0.0,1.0,2,1.0,MedMentions,biomedical,7B,0
mm_0073575,FLAN-T5-XXL,generative,-0.0,1.0,2,1.0,MedMentions,general,11B,0
mm_0073575,FLAN-T5-base,generative,-0.0,1.0,2,1.0,MedMentions,general,250M,0
mm_0074294,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0074294,FLAN-T5-XXL,generative,-0.0,1.0,4,1.0,MedMentions,general,11B,0
mm_0074294,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0074383,BioMistral-7B,generative,0.6500706883049155,0.0,7,4.0,MedMentions,biomedical,7B,0
mm_0074383,FLAN-T5-XXL,generative,0.287706856188877,0.0,7,2.0,MedMentions,general,11B,0
mm_0074383,FLAN-T5-base,generative,0.287706856188877,0.0,7,2.0,MedMentions,general,250M,0
mm_0074570,BioMistral-7B,generative,0.8020464921255943,0.8333333333333334,6,5.0,MedMentions,biomedical,7B,0
mm_0074570,FLAN-T5-XXL,generative,0.3271035759815648,0.3333333333333333,6,2.0,MedMentions,general,11B,0
mm_0074570,FLAN-T5-base,generative,-0.0,0.0,6,1.0,MedMentions,general,250M,0
mm_0075268,BioMistral-7B,generative,0.6309297535714575,1.0,2,2.0,MedMentions,biomedical,7B,0
mm_0075268,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0,MedMentions,general,11B,0
mm_0075268,FLAN-T5-base,generative,0.6309297535714575,0.0,2,2.0,MedMentions,general,250M,0
mm_0075358,BioMistral-7B,generative,0.6309297535714575,1.0,2,2.0,MedMentions,biomedical,7B,0
mm_0075358,FLAN-T5-XXL,generative,-0.0,1.0,2,1.0,MedMentions,general,11B,0
mm_0075358,FLAN-T5-base,generative,-0.0,0.0,2,1.0,MedMentions,general,250M,0
mm_0075901,BioMistral-7B,generative,0.430676558073393,1.0,4,2.0,MedMentions,biomedical,7B,0
mm_0075901,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0075901,FLAN-T5-base,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,250M,0
mm_0076241,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0076241,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0076241,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0076632,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0076632,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0076632,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0076906,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0076906,FLAN-T5-XXL,generative,0.3493984702822971,0.0,4,2.0,MedMentions,general,11B,0
mm_0076906,FLAN-T5-base,generative,0.3493984702822971,0.0,4,2.0,MedMentions,general,250M,0
mm_0076909,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0076909,FLAN-T5-XXL,generative,-0.0,1.0,4,1.0,MedMentions,general,11B,0
mm_0076909,FLAN-T5-base,generative,-0.0,1.0,4,1.0,MedMentions,general,250M,0
mm_0077174,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0077174,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0077174,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0077299,BioMistral-7B,generative,0.6309297535714575,0.75,8,4.0,MedMentions,biomedical,7B,0
mm_0077299,FLAN-T5-XXL,generative,-0.0,0.0,8,1.0,MedMentions,general,11B,0
mm_0077299,FLAN-T5-base,generative,0.2559297535714574,0.25,8,2.0,MedMentions,general,250M,0
mm_0077820,BioMistral-7B,generative,0.5645750340535796,0.0,6,3.0,MedMentions,biomedical,7B,0
mm_0077820,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0,MedMentions,general,11B,0
mm_0077820,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0,MedMentions,general,250M,0
mm_0078429,BioMistral-7B,generative,0.8020464921255943,0.0,6,5.0,MedMentions,biomedical,7B,0
mm_0078429,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0078429,FLAN-T5-base,generative,0.4458393050175722,0.0,6,3.0,MedMentions,general,250M,0
mm_0079961,BioMistral-7B,generative,0.4591479170272448,0.0,3,2.0,MedMentions,biomedical,7B,0
mm_0079961,FLAN-T5-XXL,generative,-0.0,0.0,3,1.0,MedMentions,general,11B,0
mm_0079961,FLAN-T5-base,generative,0.4591479170272448,0.0,3,2.0,MedMentions,general,250M,0
mm_0080286,BioMistral-7B,generative,0.5645750340535796,1.0,6,3.0,MedMentions,biomedical,7B,0
mm_0080286,FLAN-T5-XXL,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,11B,0
mm_0080286,FLAN-T5-base,generative,0.2315426583725049,0.0,6,2.0,MedMentions,general,250M,0
mm_0080484,BioMistral-7B,generative,0.6309297535714575,1.0,2,2.0,MedMentions,biomedical,7B,0
mm_0080484,FLAN-T5-XXL,generative,-0.0,1.0,2,1.0,MedMentions,general,11B,0
mm_0080484,FLAN-T5-base,generative,-0.0,0.0,2,1.0,MedMentions,general,250M,0
mm_0080783,BioMistral-7B,generative,-0.0,0.0,2,1.0,MedMentions,biomedical,7B,0
mm_0080783,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0,MedMentions,general,11B,0
mm_0080783,FLAN-T5-base,generative,-0.0,0.0,2,1.0,MedMentions,general,250M,0
mm_0080797,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0,MedMentions,biomedical,7B,0
mm_0080797,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0,MedMentions,general,11B,0
mm_0080797,FLAN-T5-base,generative,0.683310763089587,0.0,6,4.0,MedMentions,general,250M,0
mm_0080962,BioMistral-7B,generative,0.430676558073393,1.0,4,2.0,MedMentions,biomedical,7B,0
mm_0080962,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0080962,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0081397,BioMistral-7B,generative,0.5887621559162939,0.4,5,3.0,MedMentions,biomedical,7B,0
mm_0081397,FLAN-T5-XXL,generative,0.3756149631508355,0.6,5,2.0,MedMentions,general,11B,0
mm_0081397,FLAN-T5-base,generative,0.5887621559162939,0.4,5,3.0,MedMentions,general,250M,0
mm_0081697,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0,MedMentions,biomedical,7B,0
mm_0081697,FLAN-T5-XXL,generative,-0.0,1.0,6,1.0,MedMentions,general,11B,0
mm_0081697,FLAN-T5-base,generative,-0.0,1.0,6,1.0,MedMentions,general,250M,0
mm_0081867,BioMistral-7B,generative,0.430676558073393,0.0,4,2.0,MedMentions,biomedical,7B,0
mm_0081867,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0,MedMentions,general,11B,0
mm_0081867,FLAN-T5-base,generative,0.430676558073393,0.0,4,2.0,MedMentions,general,250M,0
mm_0081928,BioMistral-7B,generative,0.6309297535714575,1.0,2,2.0,MedMentions,biomedical,7B,0
mm_0081928,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0,MedMentions,general,11B,0
mm_0081928,FLAN-T5-base,generative,-0.0,0.0,2,1.0,MedMentions,general,250M,0
mm_0082339,BioMistral-7B,generative,0.4591479170272448,0.0,3,2.0,MedMentions,biomedical,7B,0
mm_0082339,FLAN-T5-XXL,generative,-0.0,0.0,3,1.0,MedMentions,general,11B,0
mm_0082339,FLAN-T5-base,generative,-0.0,0.0,3,1.0,MedMentions,general,250M,0
mm_0082433,BioMistral-7B,generative,0.5887621559162939,0.0,5,3.0,MedMentions,biomedical,7B,0
mm_0082433,FLAN-T5-XXL,generative,0.2792799101286606,0.8,5,2.0,MedMentions,general,11B,0
mm_0082433,FLAN-T5-base,generative,-0.0,1.0,5,1.0,MedMentions,general,250M,0
mm_0082670,BioMistral-7B,generative,0.7097959727678896,0.0,8,5.0,MedMentions,biomedical,7B,0
mm_0082670,FLAN-T5-XXL,generative,0.6309297535714575,0.0,8,4.0,MedMentions,general,11B,0
mm_0082670,FLAN-T5-base,generative,-0.0,0.0,8,1.0,MedMentions,general,250M,0
mm_0082839,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0,MedMentions,biomedical,7B,0
mm_0082839,FLAN-T5-XXL,generative,-0.0,1.0,4,1.0,MedMentions,general,11B,0
mm_0082839,FLAN-T5-base,generative,-0.0,0.0,4,1.0,MedMentions,general,250M,0
mm_0083256,BioMistral-7B,generative,-0.0,1.0,2,1.0,MedMentions,biomedical,7B,0
mm_0083256,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0,MedMentions,general,11B,0
