candidate_text,candidate_label,source_mention,linker_score
intake,UMLS:C1286104||intake,intake,1.0
TAGs,UMLS:C0041004||TAGs,TAGs,1.0
Breast Malignant Neoplasms,C0006142||Breast Malignant Neoplasms,breast cancer,0.9906211495399475
BRCA1 Gene Product,C0259275||BRCA1 Gene Product,breast cancer,0.8960172533988953
Breast Cancer 2 Protein,C0294028||Breast Cancer 2 Protein,breast cancer,0.8917087912559509
"Breast Carcinoma, Male","C0238033||Breast Carcinoma, Male",breast cancer,0.8669049143791199
"Breast Neoplasm, Unilateral","C4018978||Breast Neoplasm, Unilateral",breast cancer,0.751760721206665
breast cancer,UMLS:C0678222||breast cancer,breast cancer,1.0
Vaccinia viruses,C0042216||Vaccinia viruses,vaccinia virus,0.9897016882896423
Vaccinia,C0042214||Vaccinia,vaccinia virus,0.7758095264434814
Pseudocowpox Virus,C0030531||Pseudocowpox Virus,vaccinia virus,0.769852876663208
vaccinia virus,UMLS:C0042216||vaccinia virus,vaccinia virus,1.0
"Version, Fetal","C0042556||Version, Fetal",version,0.7493947744369507
version,UMLS:C0333052||version,version,1.0
cells,UMLS:C0007634||cells,cells,1.0
Transthoracic Echocardiography,C0013516||Transthoracic Echocardiography,echocardiography,0.9910393953323364
"Echocardiography, Three-Dimensional","C0203378||Echocardiography, Three-Dimensional",echocardiography,0.922439455986023
"Echocardiography, Four-Dimensional","C0203379||Echocardiography, Four-Dimensional",echocardiography,0.9175355434417725
"Echocardiography, Stress","C0920208||Echocardiography, Stress",echocardiography,0.8648156523704529
Doppler Echocardiography,C0013520||Doppler Echocardiography,echocardiography,0.8205515742301941
echocardiography,UMLS:C0013516||echocardiography,echocardiography,1.0
"Software, Open Source","C0037585||Software, Open Source",software,0.9744495153427124
Software Design,C0037587||Software Design,software,0.8037766814231873
Software Validations,C0037590||Software Validations,software,0.7952733039855957
Software Engineering,C0037588||Software Engineering,software,0.7369963526725769
software,UMLS:C0037585||software,software,1.0
antimicrobial activity,UMLS:C1271650||antimicrobial activity,antimicrobial activity,1.0
Forensic Odontology Reports,UMLS:C0684224||Forensic Odontology Reports,Forensic Odontology Reports,1.0
MBI,UMLS:C0282574||MBI,MBI,1.0
Coat protein,UMLS:C1136102||Coat protein,Coat protein,1.0
Touch,C0702221||Touch,touch,0.986049234867096
Touch Perception,C2350522||Touch Perception,touch,0.7235697507858276
touch,UMLS:C0702221||touch,touch,1.0
"FcgammaRIIIB, human","C0966831||FcgammaRIIIB, human",FCGR3B,0.907820463180542
FCGR3B,UMLS:C1414556||FCGR3B,FCGR3B,1.0
index,UMLS:C0918012||index,index,1.0
Atrophies,C0333641||Atrophies,atrophy,0.9841145277023315
"Atrophy, Optic","C0029124||Atrophy, Optic",atrophy,0.7387493848800659
"Optic Atrophy, Kjer's","C0338508||Optic Atrophy, Kjer's",atrophy,0.7089799046516418
"Optic atrophy, non-Leber type, with early onset","C1839576||Optic atrophy, non-Leber type, with early onset",atrophy,0.7050371170043945
atrophy,UMLS:C0333641||atrophy,atrophy,1.0
Oligomenorrheas,C0028949||Oligomenorrheas,oligoamenorrhea,0.8126090168952942
Amenorrhea,C0002453||Amenorrhea,oligoamenorrhea,0.7337347865104675
oligoamenorrhea,UMLS:C0028949||oligoamenorrhea,oligoamenorrhea,1.0
Carrier Proteins,C0007292||Carrier Proteins,transport,0.8934712409973145
"Traffickings, Protein","C0599895||Traffickings, Protein",transport,0.8934712409973145
Ion Transport,C0162585||Ion Transport,transport,0.8472860455513
RNA Transport,C0598720||RNA Transport,transport,0.8237187266349792
Transportins,C0533999||Transportins,transport,0.8104234337806702
transport,UMLS:C0005528||transport,transport,1.0
cotyledons,UMLS:C0242769||cotyledons,cotyledons,1.0
GLP 1 Receptor,C0378073||GLP 1 Receptor,GLP-1R,0.8374837040901184
Glucagon Like Peptide 1,C0061355||Glucagon Like Peptide 1,GLP-1R,0.7480723857879639
GLP-1R,UMLS:C0378073||GLP-1R,GLP-1R,1.0
Trial Protocols,C2599718||Trial Protocols,protocols,0.7840301990509033
protocols,UMLS:C0442711||protocols,protocols,1.0
Renal Insufficiencies,C1565489||Renal Insufficiencies,renal insufficiency,0.975298285484314
Acute Kidney Insufficiencies,C1565662||Acute Kidney Insufficiencies,renal insufficiency,0.8759017586708069
Chronic Kidney Insufficiency,C0403447||Chronic Kidney Insufficiency,renal insufficiency,0.8731571435928345
Adrenal Insufficiencies,C0001623||Adrenal Insufficiencies,renal insufficiency,0.864271879196167
"Regurgitation, Mitral Valve","C0026266||Regurgitation, Mitral Valve",renal insufficiency,0.772553563117981
renal insufficiency,UMLS:C1565489||renal insufficiency,renal insufficiency,1.0
Alcoholic Liver Diseases,C0023896||Alcoholic Liver Diseases,Alcoholic Liver Disease,0.9756671190261841
Non-alcoholic Fatty Liver Disease,C0400966||Non-alcoholic Fatty Liver Disease,Alcoholic Liver Disease,0.8042102456092834
Liver Diseases,C0023895||Liver Diseases,Alcoholic Liver Disease,0.7416217923164368
Alcoholic Liver Disease,UMLS:C0023896||Alcoholic Liver Disease,Alcoholic Liver Disease,1.0
Vasodilators,C0042402||Vasodilators,vasodilator stress MPI,0.728203296661377
vasodilator stress MPI,UMLS:C2350390||vasodilator stress MPI,vasodilator stress MPI,1.0
"Korea, Republic of","C0022773||Korea, Republic of",South Korea,0.9861140847206116
South Korea,UMLS:C0022773||South Korea,South Korea,1.0
Spinose-toothed leaves,UMLS:C0242724||Spinose-toothed leaves,Spinose-toothed leaves,1.0
Syndromes,C0039082||Syndromes,symptom,0.7453035712242126
symptom,UMLS:C1457887||symptom,symptom,1.0
gene promoters,UMLS:C0314621||gene promoters,gene promoters,1.0
pdf article,UMLS:C1706852||pdf article,pdf article,1.0
O3,UMLS:C0030106||O3,O3,1.0
commissioners,UMLS:C0949415||commissioners,commissioners,1.0
"Susceptibility, Disease","C0012655||Susceptibility, Disease",susceptibility,0.8563905954360962
Genetic Predispositions,C0314657||Genetic Predispositions,susceptibility,0.8544235825538635
Dental Caries Susceptibility,C0011336||Dental Caries Susceptibility,susceptibility,0.7923902273178101
"psoriasis susceptibility 2 protein, human","C1309905||psoriasis susceptibility 2 protein, human",susceptibility,0.7189953327178955
susceptibility,UMLS:C0012655||susceptibility,susceptibility,1.0
Product Withdrawals,C1881606||Product Withdrawals,withdrawal,0.8287222981452942
"Abstinence Syndromes, Neonatal","C0027609||Abstinence Syndromes, Neonatal",withdrawal,0.7665659189224243
"Withdrawal Syndrome, Substance","C0038587||Withdrawal Syndrome, Substance",withdrawal,0.7134171724319458
withdrawal,UMLS:C2825032||withdrawal,withdrawal,1.0
Elevated left ventricular afterload,UMLS:C0919821||Elevated left ventricular afterload,Elevated left ventricular afterload,1.0
cGMP,UMLS:C0018338||cGMP,cGMP,1.0
Mice,C0026809||Mice,mouse cerebral cortex,0.9972811341285706
House Mice,C0025914||House Mice,mouse cerebral cortex,0.7963624596595764
Cortical Plate,C0007776||Cortical Plate,mouse cerebral cortex,0.981259822845459
"Corticali, Substantia","C0175173||Corticali, Substantia",mouse cerebral cortex,0.8120834827423096
Cerebral Cortex Decortication,C0007778||Cerebral Cortex Decortication,mouse cerebral cortex,0.7869895100593567
Brain Cortical Thickness,C5392084||Brain Cortical Thickness,mouse cerebral cortex,0.7010735869407654
mouse cerebral cortex,UMLS:C1522579||mouse cerebral cortex,mouse cerebral cortex,1.0
biomarker,UMLS:C0005516||biomarker,biomarker,1.0
plant-derived,UMLS:C0032098||plant-derived,plant-derived,1.0
lower skim-milk intake,UMLS:C0243095||lower skim-milk intake,lower skim-milk intake,1.0
Cell Shape,C0162657||Cell Shape,rod-like shape,0.8254039883613586
Body Shape,C5392953||Body Shape,rod-like shape,0.7551684975624084
rod-like shape,UMLS:C0332479||rod-like shape,rod-like shape,1.0
Prostate,C0033572||Prostate,states,0.7430544495582581
states,UMLS:C1301808||states,states,1.0
studying,UMLS:C2603343||studying,studying,1.0
"amplified in squamous cell carcinoma protein, human","C1431519||amplified in squamous cell carcinoma protein, human",AIS,0.7197484970092773
AIS,UMLS:C0410702||AIS,AIS,1.0
Pituitary Growth Hormone,C0037663||Pituitary Growth Hormone,growth hormone,0.9806259274482727
Somatotropin (human),C3714500||Somatotropin (human),growth hormone,0.9151421189308167
Somatotropin-Releasing Hormone,C0037668||Somatotropin-Releasing Hormone,growth hormone,0.8663920164108276
Somatotropin Receptors,C0034839||Somatotropin Receptors,growth hormone,0.834299623966217
"growth hormone releasing hormone protein, human","C5197619||growth hormone releasing hormone protein, human",growth hormone,0.827056348323822
growth hormone,UMLS:C0037663||growth hormone,growth hormone,1.0
Man (Taxonomy),C0086418||Man (Taxonomy),human,0.9998888373374939
"Mer protein, human","C1259418||Mer protein, human",human,0.7686207294464111
"AR (androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)) protein, human","C1447749||AR (androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)) protein, human",human,0.7224001884460449
"sLZIP protein, human","C1447550||sLZIP protein, human",human,0.7187380194664001
human,UMLS:C0086418||human,human,1.0
CDSS,UMLS:C0525070||CDSS,CDSS,1.0
Diets,C0012155||Diets,diets,0.9817761182785034
Diabetic Diets,C0011878||Diabetic Diets,diets,0.7210263609886169
diets,UMLS:C0012155||diets,diets,1.0
cohort,UMLS:C0599755||cohort,cohort,1.0
Oropharyngeal Squamous Cell Carcinoma,C0280313||Oropharyngeal Squamous Cell Carcinoma,oropharyngeal squamous cell carcinoma,0.9700402021408081
Hypopharyngeal Squamous Cell Carcinoma,C0280321||Hypopharyngeal Squamous Cell Carcinoma,oropharyngeal squamous cell carcinoma,0.8681666254997253
Squamous Cell Carcinoma of the Larynx,C0280324||Squamous Cell Carcinoma of the Larynx,oropharyngeal squamous cell carcinoma,0.8568410277366638
Oral Squamous Cell Carcinomas,C0585362||Oral Squamous Cell Carcinomas,oropharyngeal squamous cell carcinoma,0.7690739631652832
Esophageal Squamous Cell Carcinoma,C0279626||Esophageal Squamous Cell Carcinoma,oropharyngeal squamous cell carcinoma,0.7665463089942932
oropharyngeal squamous cell carcinoma,UMLS:C0280313||oropharyngeal squamous cell carcinoma,oropharyngeal squamous cell carcinoma,1.0
Hospital,C0019994||Hospital,hospital death,0.7753034830093384
hospital death,UMLS:C0277608||hospital death,hospital death,1.0
dual-echo,UMLS:C0011923||dual-echo,dual-echo,1.0
Protein Interaction Motifs,C1956035||Protein Interaction Motifs,binding motifs,0.7604087591171265
Poly-ADP-Ribose Binding Motif,C4505290||Poly-ADP-Ribose Binding Motif,binding motifs,0.7456434369087219
binding motifs,UMLS:C1956035||binding motifs,binding motifs,1.0
"Models, Dental","C0011381||Models, Dental",model,0.7436436414718628
"Models, Mental","C1510620||Models, Mental",model,0.7429012060165405
Linear Models,C0023732||Linear Models,model,0.7050955295562744
"Models, Genetic","C0026343||Models, Genetic",model,0.7009859085083008
model,UMLS:C2986594||model,model,1.0
Neisseria gonorrhoeae Infection,C0018081||Neisseria gonorrhoeae Infection,gonorrhea,0.9921513795852661
gonorrhea,UMLS:C0018081||gonorrhea,gonorrhea,1.0
"Polymorphisms, Single Nucleotide","C0752046||Polymorphisms, Single Nucleotide",single nucleotide polymorphisms,0.9829365611076355
single nucleotide polymorphisms,UMLS:C0752046||single nucleotide polymorphisms,single nucleotide polymorphisms,1.0
neu Genes,C0242957||neu Genes,HER2,0.8189479112625122
"ERBB2 protein, human","C1702024||ERBB2 protein, human",HER2,0.7678169012069702
HER2,UMLS:C0069515||HER2,HER2,1.0
MCF-7 Cells,C0596890||MCF-7 Cells,MCF-7,0.8915987610816956
MCF-7,UMLS:C0596890||MCF-7,MCF-7,1.0
"MRIs, Multiparametric","C3898221||MRIs, Multiparametric",mpMRI,0.9849563837051392
mpMRI,UMLS:C3898221||mpMRI,mpMRI,1.0
Shanghai,UMLS:C0017446||Shanghai,Shanghai,1.0
Saponin,C0520481||Saponin,saponin,0.9718480110168457
Saponins,C0036189||Saponins,saponin,0.8125560879707336
saponin,UMLS:C0520481||saponin,saponin,1.0
secretion,C0036536||secretion,secretion,0.9811980724334717
Secretion,C0036537||Secretion,secretion,0.9811980724334717
Secretion Pathways,C1159342||Secretion Pathways,secretion,0.7611017227172852
Secretin,C0036534||Secretin,secretion,0.7601534724235535
Insulin Secretion,C1256369||Insulin Secretion,secretion,0.7578083276748657
secretion,UMLS:C1159339||secretion,secretion,1.0
Low Back Pain,C0024031||Low Back Pain,low back pain,0.978480875492096
"Ache, Back","C0004604||Ache, Back",low back pain,0.8310056924819946
low back pain,UMLS:C0024031||low back pain,low back pain,1.0
MAD Related 2 Protein,C0528860||MAD Related 2 Protein,Smad2,0.9176817536354065
"MADH2 protein, human","C1566790||MADH2 protein, human",Smad2,0.8388887047767639
Smad2,UMLS:C0528860||Smad2,Smad2,1.0
"Ferrate(2-), (7,12-diethenyl-3,8,13,17-tetramethyl-21H,23H-porphine-2,18-dipropanoato(4-)-N21,N22,N23,N24)-, dihydrogen, (SP-4-2)-","C0018966||Ferrate(2-), (7,12-diethenyl-3,8,13,17-tetramethyl-21H,23H-porphine-2,18-dipropanoato(4-)-N21,N22,N23,N24)-, dihydrogen, (SP-4-2)-",heme,0.9965633153915405
Hemeproteins,C0018974||Hemeproteins,heme,0.8352892398834229
heme,UMLS:C0018966||heme,heme,1.0
"p110alpha protein, human","C1451005||p110alpha protein, human",PIK3CA,0.875213623046875
PIK3CA,UMLS:C1335212||PIK3CA,PIK3CA,1.0
"v-akt murine thymoma viral oncogene homolog 2 protein, human","C1312419||v-akt murine thymoma viral oncogene homolog 2 protein, human",akt2,0.8539378643035889
akt2,UMLS:C0812230||akt2,akt2,1.0
Cross-Sectional Studies,C0010362||Cross-Sectional Studies,cross-sectional survey,0.9657630324363708
cross-sectional survey,UMLS:C0010362||cross-sectional survey,cross-sectional survey,1.0
Colony Stimulating Factor Receptors,C0080095||Colony Stimulating Factor Receptors,CSF,0.7195631861686707
G CSF Receptor,C0080090||G CSF Receptor,CSF,0.7149613499641418
"Receptor, Macrophage Colony-Stimulating Factor","C0080092||Receptor, Macrophage Colony-Stimulating Factor",CSF,0.7081456184387207
CSF,UMLS:C0007806||CSF,CSF,1.0
genes,UMLS:C0017337||genes,genes,1.0
Insulin-Like Somatomedin Peptide I,C0021665||Insulin-Like Somatomedin Peptide I,igf-1,0.989940345287323
"insulin like growth factor 1, human","C3712803||insulin like growth factor 1, human",igf-1,0.8420949578285217
IGF-1 Receptor,C0140080||IGF-1 Receptor,igf-1,0.798431396484375
igf-1,UMLS:C0021665||igf-1,igf-1,1.0
Infectious Mononucleosis Virus,C0014644||Infectious Mononucleosis Virus,higher EBV DNA viral load,0.9960333704948425
"Virus Infection, Epstein-Barr","C0149678||Virus Infection, Epstein-Barr",higher EBV DNA viral load,0.7271493673324585
"Burden, Viral","C0376705||Burden, Viral",higher EBV DNA viral load,0.8483555316925049
"DNA, Viral","C0012939||DNA, Viral",higher EBV DNA viral load,0.8055180311203003
higher EBV DNA viral load,UMLS:C3808257||higher EBV DNA viral load,higher EBV DNA viral load,1.0
Armenian SSR,C0003798||Armenian SSR,SSR,0.7047843933105469
SSR,UMLS:C1519302||SSR,SSR,1.0
"Division Cycles, Cell","C0007586||Division Cycles, Cell",cell cycle,0.9972624182701111
"Genes, cdc","C0243037||Genes, cdc",cell cycle,0.8633579611778259
Cell Cycle Proteins,C0243021||Cell Cycle Proteins,cell cycle,0.8464291095733643
"Control, Cell Cycle","C1155872||Control, Cell Cycle",cell cycle,0.7519013285636902
"Arrest, Cell Cycle","C1155873||Arrest, Cell Cycle",cell cycle,0.7281320095062256
cell cycle,UMLS:C0007586||cell cycle,cell cycle,1.0
Intentional Self Harm,C0085271||Intentional Self Harm,Unintentional Injuries,0.7705827355384827
Unintentional Injuries,UMLS:C0151736||Unintentional Injuries,Unintentional Injuries,1.0
netarsudil,C4535718||netarsudil,Netarsudil,0.9753780364990234
Netarsudil,UMLS:C1254351||Netarsudil,Netarsudil,1.0
"Polymorphism, Restriction Fragment Length","C0035268||Polymorphism, Restriction Fragment Length",RFLP,0.9942197799682617
RFLP,UMLS:C0035268||RFLP,RFLP,1.0
"specificity protein 1, human","C1308232||specificity protein 1, human",Sp1,0.7261339426040649
Sp1,UMLS:C0080245||Sp1,Sp1,1.0
Learning,C0023185||Learning,learning,0.9834945797920227
Serial Learning,C0036717||Serial Learning,learning,0.7891270518302917
Social Learning,C0679082||Social Learning,learning,0.7613664865493774
Psychology Transfer,C0040671||Psychology Transfer,learning,0.7498146891593933
Machine Learning,C0376284||Machine Learning,learning,0.7481734752655029
learning,UMLS:C0023185||learning,learning,1.0
Bone Sialoprotein I,C0069676||Bone Sialoprotein I,osteopontin,0.9786280393600464
"Urinary stone protein, human","C1505427||Urinary stone protein, human",osteopontin,0.8475461602210999
osteopontin,UMLS:C0069676||osteopontin,osteopontin,1.0
Lipid Metabolism,C0598783||Lipid Metabolism,lipid metabolism,0.9771548509597778
"Metabolism Disorder, Lipid","C0154251||Metabolism Disorder, Lipid",lipid metabolism,0.8146718740463257
Metabolism,C0025519||Metabolism,lipid metabolism,0.7934196591377258
metabolism,C0025520||metabolism,lipid metabolism,0.7934196591377258
lipid metabolism,UMLS:C0598783||lipid metabolism,lipid metabolism,1.0
Proteotoxic Stress,C5690799||Proteotoxic Stress,proteotoxic stress responses,0.7837110757827759
proteotoxic stress responses,UMLS:C0282498||proteotoxic stress responses,proteotoxic stress responses,1.0
Participants,UMLS:C1708335||Participants,Participants,1.0
Pancreatin,C0030304||Pancreatin,Pancreatic,0.8381936550140381
Pancreas Cancer,C0346647||Pancreas Cancer,Pancreatic,0.8307449221611023
Ribonuclease (Pancreatic),C0035541||Ribonuclease (Pancreatic),Pancreatic,0.8277754187583923
Pancreatic Cyst,C0030283||Pancreatic Cyst,Pancreatic,0.8200442790985107
"Cell, Glucagon-Secreting","C0030280||Cell, Glucagon-Secreting",Pancreatic,0.8159571290016174
Pancreatic,UMLS:C0030274||Pancreatic,Pancreatic,1.0
Skin Abnormalities,C0037268||Skin Abnormalities,abnormality,0.8552976250648499
"Defects, Congenital Heart","C0018798||Defects, Congenital Heart",abnormality,0.8370457291603088
Mouth Abnormalities,C0026633||Mouth Abnormalities,abnormality,0.8365802764892578
Tooth Abnormalities,C0040427||Tooth Abnormalities,abnormality,0.81745445728302
Torsion Abnormality,C1956418||Torsion Abnormality,abnormality,0.8172049522399902
abnormality,UMLS:C1704258||abnormality,abnormality,1.0
Latin America,C0023122||Latin America,Latin America,0.9892901182174683
"Latin Americans, US","C5691408||Latin Americans, US",Latin America,0.7850531339645386
America,C0002454||America,Latin America,0.759804904460907
Latin America,UMLS:C0023122||Latin America,Latin America,1.0
intimal flap,UMLS:C0038925||intimal flap,intimal flap,1.0
Mitogen Activated Protein Kinase,C0752312||Mitogen Activated Protein Kinase,mitogen-activated protein kinase (MAPK) pathway,0.9609226584434509
Mitogen Activated Protein Kinase 2,C0170168||Mitogen Activated Protein Kinase 2,mitogen-activated protein kinase (MAPK) pathway,0.9400407671928406
"p44mpk, PSTkinase","C0082529||p44mpk, PSTkinase",mitogen-activated protein kinase (MAPK) pathway,0.933386504650116
MAPK6 Mitogen Activated Protein Kinase,C0246486||MAPK6 Mitogen Activated Protein Kinase,mitogen-activated protein kinase (MAPK) pathway,0.9241428375244141
Extracellular Signal-Regulated Kinase 5,C0380568||Extracellular Signal-Regulated Kinase 5,mitogen-activated protein kinase (MAPK) pathway,0.9212824702262878
mitogen-activated protein kinase (MAPK) pathway,UMLS:C1518102||mitogen-activated protein kinase (MAPK) pathway,mitogen-activated protein kinase (MAPK) pathway,1.0
atrophic,UMLS:C0333641||atrophic,atrophic,1.0
Pathologies,C0030664||Pathologies,pathologies,0.9857595562934875
Plant Pathology,C3179054||Plant Pathology,pathologies,0.8456314206123352
Neuropathologies,C0876934||Neuropathologies,pathologies,0.7690438628196716
Molecular Pathology,C0596962||Molecular Pathology,pathologies,0.7441391944885254
pathologies,UMLS:C0030664||pathologies,pathologies,1.0
Screen for Child Anxiety Related Emotional Disorders,UMLS:C0681906||Screen for Child Anxiety Related Emotional Disorders,Screen for Child Anxiety Related Emotional Disorders,1.0
"1H-Imidazole-5-carboxylic acid, 1-(1-phenylethyl)-, ethyl ester, (R)-","C0015131||1H-Imidazole-5-carboxylic acid, 1-(1-phenylethyl)-, ethyl ester, (R)-",etomidate,0.983583927154541
etomidate,UMLS:C0015131||etomidate,etomidate,1.0
Drug Tapering,C1827449||Drug Tapering,reduction,0.8040363788604736
Oxidation-Reduction,C0030012||Oxidation-Reduction,reduction,0.8003091812133789
Harm Reduction,C0679771||Harm Reduction,reduction,0.7512789368629456
Risk Reduction,C1137094||Risk Reduction,reduction,0.7135700583457947
reduction,UMLS:C0441610||reduction,reduction,1.0
"Cell, Natural Killer","C0022688||Cell, Natural Killer",NK cells,0.9753813743591309
Cells,C0007634||Cells,NK cells,0.8296253085136414
Somatostatin-Secreting Cells,C0524984||Somatostatin-Secreting Cells,NK cells,0.7312831878662109
LE Cell,C0023172||LE Cell,NK cells,0.7236385941505432
Gastrin-Secreting Cells,C0524983||Gastrin-Secreting Cells,NK cells,0.7221179008483887
NK cells,UMLS:C0022688||NK cells,NK cells,1.0
"Surgery, Revision","C0035110||Surgery, Revision",operation,0.7292895913124084
Fontan Palliation,C0190010||Fontan Palliation,operation,0.7281922698020935
Heller Myotomy,C4505237||Heller Myotomy,operation,0.7229269742965698
operation,UMLS:C0543467||operation,operation,1.0
Peritoneal Fluids,C0003964||Peritoneal Fluids,peritoneal fluid,0.9747126698493958
peritoneal fluid,UMLS:C0003964||peritoneal fluid,peritoneal fluid,1.0
distribution,C1704711||distribution,distribution,0.9820305705070496
Age Distribution,C0001782||Age Distribution,distribution,0.8497433066368103
Plant Dispersal,C3494413||Plant Dispersal,distribution,0.8316009640693665
Sex Distribution,C0036878||Sex Distribution,distribution,0.8306559920310974
Animal Distribution,C3494412||Animal Distribution,distribution,0.7898237705230713
distribution,UMLS:C1378698||distribution,distribution,1.0
High-Throughput Sequencing,C5392992||High-Throughput Sequencing,high-throughput sequencing,0.9708012342453003
High Throughput Nucleotide Sequencing,C2936621||High Throughput Nucleotide Sequencing,high-throughput sequencing,0.8753695487976074
High-Throughput Screening,C0872187||High-Throughput Screening,high-throughput sequencing,0.7060742974281311
high-throughput sequencing,UMLS:C2936621||high-throughput sequencing,high-throughput sequencing,1.0
Biofuels,C2717891||Biofuels,biofuels,0.9797903895378113
biofuels,UMLS:C2717891||biofuels,biofuels,1.0
Transplantations,C0040732||Transplantations,Transplantation of the overexpressed Hif-1α of BMSCs,0.9850430488586426
transplantation,C0040733||transplantation,Transplantation of the overexpressed Hif-1α of BMSCs,0.9850430488586426
"Grafting, Bone","C0005976||Grafting, Bone",Transplantation of the overexpressed Hif-1α of BMSCs,0.8778588175773621
Facial Transplantation,C1955925||Facial Transplantation,Transplantation of the overexpressed Hif-1α of BMSCs,0.8629172444343567
Cell Transplantation,C0206153||Cell Transplantation,Transplantation of the overexpressed Hif-1α of BMSCs,0.8623025417327881
Transplantation of the overexpressed Hif-1α of BMSCs,UMLS:C1257990||Transplantation of the overexpressed Hif-1α of BMSCs,Transplantation of the overexpressed Hif-1α of BMSCs,1.0
Processing Bodies,C1325596||Processing Bodies,body,0.8606258630752563
"Figures, Human","C0242821||Figures, Human",body,0.8512781262397766
Fat Body,C0015665||Fat Body,body,0.816497802734375
"Body, Cell","C2752549||Body, Cell",body,0.7849772572517395
Somatotype,C0037669||Somatotype,body,0.765788733959198
body,UMLS:C0242821||body,body,1.0
CD,UMLS:C0010346||CD,CD,1.0
Distance Counseling,C1510538||Distance Counseling,therapy,0.9193183779716492
"Therapy, Gene","C0017296||Therapy, Gene",therapy,0.8565500378608704
Art Therapy,C0003827||Art Therapy,therapy,0.832642674446106
therapy,UMLS:C0087111||therapy,therapy,1.0
"Inhibitor, Protease","C0033607||Inhibitor, Protease",antagonist,0.840623140335083
Antiandrogens,C0002842||Antiandrogens,antagonist,0.811812162399292
5 Hydroxytryptamine Antagonists,C0036753||5 Hydroxytryptamine Antagonists,antagonist,0.8033684492111206
Histamine Antagonist,C0019590||Histamine Antagonist,antagonist,0.8003537654876709
Dopamine Blockers,C0242702||Dopamine Blockers,antagonist,0.7836233973503113
antagonist,UMLS:C0243076||antagonist,antagonist,1.0
Prediabetic State,C0362046||Prediabetic State,pre-diabetes,0.7565534114837646
pre-diabetes,UMLS:C0362046||pre-diabetes,pre-diabetes,1.0
Antipsychotic Agents,C0040615||Antipsychotic Agents,antipsychotics,0.9786214828491211
antipsychotics,UMLS:C0040615||antipsychotics,antipsychotics,1.0
"CT Scan, PET","C1699633||CT Scan, PET",preservative efficacy test (PET) studies,0.7268587350845337
Interrupted Time Series Analysis,C3850092||Interrupted Time Series Analysis,preservative efficacy test (PET) studies,0.7700270414352417
Controlled Before-After Studies,C3850091||Controlled Before-After Studies,preservative efficacy test (PET) studies,0.7329391241073608
preservative efficacy test (PET) studies,UMLS:C1707887||preservative efficacy test (PET) studies,preservative efficacy test (PET) studies,1.0
"Systems, Drug Delivery","C0085104||Systems, Drug Delivery",drug delivery,0.8137165904045105
Nanoparticle Drug Delivery System,C5544449||Nanoparticle Drug Delivery System,drug delivery,0.7360298037528992
drug delivery,UMLS:C0085104||drug delivery,drug delivery,1.0
Gluten Free Diet,C0344351||Gluten Free Diet,gluten-free,0.8719231486320496
gluten-free,UMLS:C0344351||gluten-free,gluten-free,1.0
Monoclonal scFv,UMLS:C1432679||Monoclonal scFv,Monoclonal scFv,1.0
Physical Barriers,C4045969||Physical Barriers,barriers,0.7500030398368835
barriers,UMLS:C0243095||barriers,barriers,1.0
CTA,UMLS:C1536105||CTA,CTA,1.0
THLP,C0076275||THLP,orlistat,0.978303849697113
orlistat,UMLS:C0076275||orlistat,orlistat,1.0
Cardiac Neurosis,C0027821||Cardiac Neurosis,effort,0.7778273820877075
Listening Effort,C5544507||Listening Effort,effort,0.7430918216705322
Physical Exertion,C0031807||Physical Exertion,effort,0.7379836440086365
"Syncope, Effort","C0235242||Syncope, Effort",effort,0.729870080947876
effort,UMLS:C0015264||effort,effort,1.0
Mafenide Acetate,C0024453||Mafenide Acetate,Mafenide Acetate,0.9529816508293152
Mafenide Acetate,UMLS:C0024453||Mafenide Acetate,Mafenide Acetate,1.0
"Immunogenicity, Vaccine","C4277607||Immunogenicity, Vaccine",immunogenicity,0.8370632529258728
immunogenicity,UMLS:C4277607||immunogenicity,immunogenicity,1.0
"activated B-cell factor-1 protein, human","C1431322||activated B-cell factor-1 protein, human",MSC,0.8009294271469116
MSC,UMLS:C1257975||MSC,MSC,1.0
experience,UMLS:C0596545||experience,experience,1.0
categories,UMLS:C0683312||categories,categories,1.0
Increased Libido,C0021177||Increased Libido,increased microvascular resistance,0.7301148772239685
Hypergravity,C0242680||Hypergravity,increased microvascular resistance,0.7021480202674866
Vascular Resistance,C0042380||Vascular Resistance,increased microvascular resistance,0.8271739482879639
Peripheral Resistance,C1258192||Peripheral Resistance,increased microvascular resistance,0.7296510338783264
increased microvascular resistance,UMLS:C0520890||increased microvascular resistance,increased microvascular resistance,1.0
Biopsy,C0005558||Biopsy,biopsy,0.9840587973594666
biopsy,C0220797||biopsy,biopsy,0.9840587973594666
"Mucosal Resection, Endoscopic","C1700928||Mucosal Resection, Endoscopic",biopsy,0.7741231322288513
biopsy,UMLS:C0005558||biopsy,biopsy,1.0
Tsps,UMLS:C3178812||Tsps,Tsps,1.0
rs12237774,UMLS:C0752046||rs12237774,rs12237774,1.0
Angst,C0003467||Angst,anxiety,0.9651517868041992
Dental Anxieties,C0085380||Dental Anxieties,anxiety,0.8346810936927795
